schemaVersion,recordType,source.name,source.url,content.company,content.date,content.is_remote,content.role_family,collectedAt
1.0,JOB,Himalayas,https://himalayas.app/companies/productive-playhouse/jobs/spanish-mexico-ai-product-evaluator,Productive Playhouse,2026-09-06T12:56:56Z,True,Other,2026-09-06T13:42:47.635696Z
1.0,JOB,Himalayas,https://himalayas.app/companies/banner-health/jobs/director-service-optimization,Banner Health,2026-09-06T12:55:55Z,True,Operations,2026-09-06T13:42:47.636175Z
1.0,JOB,Himalayas,https://himalayas.app/companies/the-access-group/jobs/lead-mobile-engineer,Aer Group,2026-09-06T12:55:21Z,True,Engineering,2026-09-06T13:42:47.637014Z
1.0,JOB,Himalayas,https://himalayas.app/companies/coalfire/jobs/operational-technology-security-consultant-3562202906,Coalfire,2026-09-06T12:54:39Z,True,Other,2026-09-06T13:42:47.637440Z
1.0,JOB,Himalayas,https://himalayas.app/companies/parallels/jobs/principal-backend-engineer-947455065,Parallels,2026-09-06T12:54:25Z,True,Engineering,2026-09-06T13:42:47.637856Z
1.0,JOB,Himalayas,https://himalayas.app/companies/stefanini/jobs/analista-de-testes-sr-8906208110,Stefanini,2026-09-06T12:54:15Z,True,Engineering,2026-09-06T13:42:47.638260Z
1.0,JOB,Himalayas,https://himalayas.app/companies/abbott/jobs/key-account-senior-clinical-specialist,Abbott,2026-09-06T12:54:05Z,True,Sales,2026-09-06T13:42:47.638669Z
1.0,JOB,Himalayas,https://himalayas.app/companies/deutscher-hilfsbund/jobs/verbandskoordinator-in-m-w-d-100-ehrenamt,Deutscher Hilfsbund,2026-09-06T12:53:12Z,True,Other,2026-09-06T13:42:47.639246Z
1.0,JOB,Himalayas,https://himalayas.app/companies/gilytics-ag/jobs/lead-generation-specialist-americas-318792006,Gilytics AG,2026-09-06T12:53:02Z,True,Sales,2026-09-06T13:42:47.639760Z
1.0,JOB,Himalayas,https://himalayas.app/companies/humansignal/jobs/solutions-architect,HumanSignal,2026-09-06T12:51:57Z,True,Sales,2026-09-06T13:42:47.640198Z
1.0,JOB,Himalayas,https://himalayas.app/companies/remotual/jobs/remote-project-manager-7215554367,Remotual,2026-09-06T12:51:45Z,True,Other,2026-09-06T13:42:47.640608Z
1.0,JOB,Himalayas,https://himalayas.app/companies/urmedwatch/jobs/concierge-customer-service-representative-ii-7111451810,MedWatch,2026-09-06T12:51:32Z,True,Other,2026-09-06T13:42:47.640986Z
1.0,JOB,Himalayas,https://himalayas.app/companies/hireframe/jobs/entry-level-accountant,Hireframe,2026-09-06T12:51:25Z,True,Finance,2026-09-06T13:42:47.641377Z
