schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,collectedAt
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/grade,Grade,2.0,2026-09-06T17:04:11.179802Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/inth,Inth,3.0,2026-09-06T17:04:11.179831Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/turnstone,Turnstone,2.0,2026-09-06T17:04:11.179911Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/foreman,Foreman,2.0,2026-09-06T17:04:11.179986Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/corelayer,Corelayer,3.0,2026-09-06T17:04:11.180064Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/o11,o11,2.0,2026-09-06T17:04:11.180098Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/libra-robotics,Lambda Robotics,2.0,2026-09-06T17:04:11.180180Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/servo7,Servo7,3.0,2026-09-06T17:04:11.180255Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/datoric,Datoric,2.0,2026-09-06T17:04:11.180333Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/superset,Superset,3.0,2026-09-06T17:04:11.180412Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/voxel-energy,Voxel Energy,3.0,2026-09-06T17:04:11.180509Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/archal,Archal,2.0,2026-09-06T17:04:11.180592Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/bubble-lab,Bubble Lab,2.0,2026-09-06T17:04:11.180674Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sitefire,Sitefire,2.0,2026-09-06T17:04:11.180754Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/ressl-ai,Ressl AI,3.0,2026-09-06T17:04:11.180831Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/inventoryquant,InventoryQuant,1.0,2026-09-06T17:04:11.180912Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/approxima,Approxima,2.0,2026-09-06T17:04:11.180992Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/traverse,Traverse,1.0,2026-09-06T17:04:11.181070Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/revion,Revion,10.0,2026-09-06T17:04:11.181151Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/fenrock-ai,Fenrock AI,2.0,2026-09-06T17:04:11.181232Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/assemble,Assemble,4.0,2026-09-06T17:04:11.181318Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/visibl-semiconductors,Visibl Semiconductors,3.0,2026-09-06T17:04:11.181397Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/seeing-systems,Seeing Systems,7.0,2026-09-06T17:04:11.181480Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/instinct-xyz,Instinct,5.0,2026-09-06T17:04:11.181563Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/brownie,IncidentFox,2.0,2026-09-06T17:04:11.181654Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/rapidfolio,Rapidfolio,,2026-09-06T17:04:11.181736Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/salus,Salus,2.0,2026-09-06T17:04:11.181767Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/ramain,RamAIn,4.0,2026-09-06T17:04:11.181844Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/ashr,Ashr,2.0,2026-09-06T17:04:11.181872Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/pirislabs,Piris Labs,8.0,2026-09-06T17:04:11.181951Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/10x-science,10x Science,5.0,2026-09-06T17:04:11.182029Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/imperfect,Imperfect,4.0,2026-09-06T17:04:11.182109Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/onetriangle,OneTriangle,4.0,2026-09-06T17:04:11.182188Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/corvera,Corvera,4.0,2026-09-06T17:04:11.182271Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/linzumi,Linzumi,3.0,2026-09-06T17:04:11.182347Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/haladir,Haladir,4.0,2026-09-06T17:04:11.182424Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/claimglide,ClaimGlide,1.0,2026-09-06T17:04:11.182515Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/ndea-com,Ndea,15.0,2026-09-06T17:04:11.182544Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/rivet-design,Rivet,,2026-09-06T17:04:11.182578Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/openroll,Openroll,4.0,2026-09-06T17:04:11.182651Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/amika,Amika,2.0,2026-09-06T17:04:11.182676Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/moss,Moss,5.0,2026-09-06T17:04:11.182703Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/zarna,Zarna,4.0,2026-09-06T17:04:11.182731Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/markit,MarkIt,2.0,2026-09-06T17:04:11.182804Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/clicks-health,Clicks Health,8.0,2026-09-06T17:04:11.182881Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/fastshot,Fastshot,3.0,2026-09-06T17:04:11.182957Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/antigen,Antigen,5.0,2026-09-06T17:04:11.183034Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lunabill,LunaBill,4.0,2026-09-06T17:04:11.183109Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/axial,Axial,1.0,2026-09-06T17:04:11.183138Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/velvet,Velvet,4.0,2026-09-06T17:04:11.183211Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/diligencesquared-inc,DiligenceSquared,3.0,2026-09-06T17:04:11.183282Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/layers,Layers,2.0,2026-09-06T17:04:11.183357Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/boom-ai,Boom AI,3.0,2026-09-06T17:04:11.183431Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/freeport-markets,Freeport Markets,3.0,2026-09-06T17:04:11.183504Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/madethis,MadeThis,3.0,2026-09-06T17:04:11.183575Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/uselemma,Lemma,2.0,2026-09-06T17:04:11.183601Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/perseus,Perseus,4.0,2026-09-06T17:04:11.183678Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/denki,Denki,3.0,2026-09-06T17:04:11.183703Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/specific,Specific,2.0,2026-09-06T17:04:11.183772Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/relaw,Relaw,2.0,2026-09-06T17:04:11.183800Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/usenarrative,Narrative,3.0,2026-09-06T17:04:11.183875Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/philon,Philon,,2026-09-06T17:04:11.184121Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sourcebot,Sourcebot,3.0,2026-09-06T17:04:11.184197Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/aside,Aside,5.0,2026-09-06T17:04:11.184221Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/imagine-ai,Imagine AI,5.0,2026-09-06T17:04:11.184292Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/anto-biosciences,Anto Biosciences,4.0,2026-09-06T17:04:11.184363Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/patent-watch,Patent Watch,6.0,2026-09-06T17:04:11.184434Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/leadbay,Leadbay,8.0,2026-09-06T17:04:11.184517Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/pixley-ai,Pixley AI,2.0,2026-09-06T17:04:11.184588Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/cortex-ai,Cortex AI,3.0,2026-09-06T17:04:11.184660Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/radiusbrowser,Radius,2.0,2026-09-06T17:04:11.184730Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/thesis,Thesis,3.0,2026-09-06T17:04:11.184800Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/frontier-computing,Frontier Computing,1.0,2026-09-06T17:04:11.184869Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/compyle,Compyle,2.0,2026-09-06T17:04:11.184935Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lexi,Lexi,15.0,2026-09-06T17:04:11.184961Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/codyco,Codyco,4.0,2026-09-06T17:04:11.185028Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/complydo,ComplyDo,10.0,2026-09-06T17:04:11.185095Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/finaldose,FinalDose,5.0,2026-09-06T17:04:11.185163Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/redapto,Redapto,7.0,2026-09-06T17:04:11.185229Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/helonic,Helonic,2.0,2026-09-06T17:04:11.185299Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/aleph-lab,Aleph Lab,2.0,2026-09-06T17:04:11.185368Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/logical,Logical,2.0,2026-09-06T17:04:11.185434Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/agentic-fabriq,Agentic Fabriq,2.0,2026-09-06T17:04:11.185511Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/logosguard,LogosGuard,2.0,2026-09-06T17:04:11.185580Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sciloop,Sciloop,6.0,2026-09-06T17:04:11.185644Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/allus-ai,Allus AI,6.0,2026-09-06T17:04:11.185709Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/unsiloed-ai,Unsiloed AI,2.0,2026-09-06T17:04:11.185776Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/nivara,Nivara,2.0,2026-09-06T17:04:11.185843Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sellraze,SellRaze,6.0,2026-09-06T17:04:11.185908Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/clerked,Clerked,3.0,2026-09-06T17:04:11.185976Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/semble,Assemble,14.0,2026-09-06T17:04:11.186048Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/flick,Flick,2.0,2026-09-06T17:04:11.186070Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/trelium,Trelium,6.0,2026-09-06T17:04:11.186139Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/veria-labs,Veria Labs,3.0,2026-09-06T17:04:11.186207Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/tell-if-ai,Tell if AI,2.0,2026-09-06T17:04:11.186269Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/bron,Bron,2.0,2026-09-06T17:04:11.186292Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/norra,Norra,3.0,2026-09-06T17:04:11.186315Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/soren,Soren,,2026-09-06T17:04:11.186338Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/the-context-company,The Context Company,2.0,2026-09-06T17:04:11.186405Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sorce,Sorce,6.0,2026-09-06T17:04:11.186426Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/caddy,Caddy,5.0,2026-09-06T17:04:11.186448Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/locus,Locus,2.0,2026-09-06T17:04:11.186477Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/scoop,Scoop,2.0,2026-09-06T17:04:11.186498Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/hyperspell,Hyperspell,8.0,2026-09-06T17:04:11.186564Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/bolna-ai,Bolna AI,21.0,2026-09-06T17:04:11.186629Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/gpt,Nexus,2.0,2026-09-06T17:04:11.186654Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/zavo,Zavo,8.0,2026-09-06T17:04:11.186686Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/movedot,MOVEdot,10.0,2026-09-06T17:04:11.186747Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/structured-ai,Structured AI,11.0,2026-09-06T17:04:11.186809Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/uplane,Uplane,22.0,2026-09-06T17:04:11.186870Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/brickanta,Brickanta,11.0,2026-09-06T17:04:11.186934Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/f2,F2,15.0,2026-09-06T17:04:11.186955Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lapis,Lapis,5.0,2026-09-06T17:04:11.186975Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/digipals,Digipals,3.0,2026-09-06T17:04:11.187040Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/blue,Blue,6.0,2026-09-06T17:04:11.187060Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/mixy,Mixy,2.0,2026-09-06T17:04:11.187080Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/paloma,Paloma,3.0,2026-09-06T17:04:11.187146Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/luminal,Luminal,7.0,2026-09-06T17:04:11.187207Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/burnt,burnt,3.0,2026-09-06T17:04:11.187232Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/veritus,Veritus,10.0,2026-09-06T17:04:11.187297Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/outrove,Sapien,2.0,2026-09-06T17:04:11.187358Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/noso-labs,NOSO LABS,6.0,2026-09-06T17:04:11.187421Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/geo-ai,Bizzy AI,,2026-09-06T17:04:11.187481Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/interfere,Interfere,8.0,2026-09-06T17:04:11.187542Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/rowflow,RowFlow,2.0,2026-09-06T17:04:11.187613Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/tectoai,TectoAI,2.0,2026-09-06T17:04:11.187673Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/modelence,Modelence,3.0,2026-09-06T17:04:11.187736Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/fleetline,Fleetline,11.0,2026-09-06T17:04:11.187798Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/clodo,CLODO,2.0,2026-09-06T17:04:11.187819Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/okibi,Okibi,2.0,2026-09-06T17:04:11.187838Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/rebulk,Rebulk,3.0,2026-09-06T17:04:11.187897Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/kernel,KERNEL,22.0,2026-09-06T17:04:11.187957Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/reacher,Reacher,10.0,2026-09-06T17:04:11.188016Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/certus-ai,Certus AI,8.0,2026-09-06T17:04:11.188078Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/notte,Notte,5.0,2026-09-06T17:04:11.188099Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/pally,Pally,2.0,2026-09-06T17:04:11.188119Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/pleom,Pleom,0.0,2026-09-06T17:04:11.188138Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sigmanticai,Simantic,2.0,2026-09-06T17:04:11.188198Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/quotain,Quotain,2.0,2026-09-06T17:04:11.188259Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/altur,Altur,5.0,2026-09-06T17:04:11.188280Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/pares-ai,PARES AI,3.0,2026-09-06T17:04:11.188342Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/evergrove,Evergrove,2.0,2026-09-06T17:04:11.188405Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/humoniq,Humoniq,5.0,2026-09-06T17:04:11.188470Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/maximal,Axial,3.0,2026-09-06T17:04:11.188533Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/floot,Floot,4.0,2026-09-06T17:04:11.188553Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/os3,OS3,2.0,2026-09-06T17:04:11.188571Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/alara,Alara,0.0,2026-09-06T17:04:11.188590Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/omnara,Omnara,4.0,2026-09-06T17:04:11.188649Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/knowlify,Knowlify,6.0,2026-09-06T17:04:11.188707Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/autosana,Autosana,5.0,2026-09-06T17:04:11.188766Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/procindex,ProcIndex,4.0,2026-09-06T17:04:11.188824Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/finto-de,Finto,10.0,2026-09-06T17:04:11.188845Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/motives,Motives,,2026-09-06T17:04:11.188983Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/relling,Relling,,2026-09-06T17:04:11.189041Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/char,Char,2.0,2026-09-06T17:04:11.189062Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/manufact,Manufact,5.0,2026-09-06T17:04:11.189119Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/phases,Phases,3.0,2026-09-06T17:04:11.189178Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/physical-turing,Physical Turing,2.0,2026-09-06T17:04:11.189234Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/twentytwo,TwentyTwo,3.0,2026-09-06T17:04:11.189289Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/mimos,Mimos,2.0,2026-09-06T17:04:11.189306Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/nozomio,Nozomio,3.0,2026-09-06T17:04:11.189363Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/vibeflow,VibeFlow,3.0,2026-09-06T17:04:11.189419Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/normal,Normal,2.0,2026-09-06T17:04:11.189476Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/ghosteye,GhostEye,6.0,2026-09-06T17:04:11.189532Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/channel3,Channel3,5.0,2026-09-06T17:04:11.189597Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/embedder,Embedder,6.0,2026-09-06T17:04:11.189653Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/trace-so,Trace,3.0,2026-09-06T17:04:11.189670Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/onestop,OneStop,2.0,2026-09-06T17:04:11.189725Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/doe,Doe,4.0,2026-09-06T17:04:11.189742Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/riverbank,Riverbank,1.0,2026-09-06T17:04:11.189798Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/stellon-labs,Stellon Labs,2.0,2026-09-06T17:04:11.189854Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/induction-labs,Induction Labs,2.0,2026-09-06T17:04:11.189909Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/panoptive,Panoptive,2.0,2026-09-06T17:04:11.189965Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/kestroll,Kestroll,2.0,2026-09-06T17:04:11.190018Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/tesora,Tesora,5.0,2026-09-06T17:04:11.190073Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/deepaware-ai-robotics-center-of-silicon-valley,DeepAware AI (Robotics Center of Silicon Valley),4.0,2026-09-06T17:04:11.190130Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/stockline,Stockline,2.0,2026-09-06T17:04:11.190183Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/magnitude,Magnitude,2.0,2026-09-06T17:04:11.190238Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/proliferate,Proliferate,,2026-09-06T17:04:11.190295Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/nori,Nori,3.0,2026-09-06T17:04:11.190310Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/frizzle,Frizzle,2.0,2026-09-06T17:04:11.190362Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/withasync,Async,2.0,2026-09-06T17:04:11.190379Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/alter,Alter,2.0,2026-09-06T17:04:11.190396Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lilac,Lilac,4.0,2026-09-06T17:04:11.190413Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/cyberdesk,Cyberdesk,2.0,2026-09-06T17:04:11.190466Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/wafer,Wafer,10.0,2026-09-06T17:04:11.190522Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/monarcha,Monarcha,2.0,2026-09-06T17:04:11.190575Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lotas,Lotas,2.0,2026-09-06T17:04:11.190593Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/design-arena,Design Arena,3.0,2026-09-06T17:04:11.190652Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/effigov,EffiGov,3.0,2026-09-06T17:04:11.190704Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lark,Lark,5.0,2026-09-06T17:04:11.190720Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/topological,Topological,2.0,2026-09-06T17:04:11.190775Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/datafruit,Datafruit,2.0,2026-09-06T17:04:11.190828Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/contextfort,ContextFort,2.0,2026-09-06T17:04:11.190895Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/llm-stats,LLM Stats,2.0,2026-09-06T17:04:11.190948Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/playgent,Playgent,2.0,2026-09-06T17:04:11.191001Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/liva-ai,Liva AI,4.0,2026-09-06T17:04:11.191055Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/lanesurf,Lanesurf,11.0,2026-09-06T17:04:11.191107Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/astor,Astor,5.0,2026-09-06T17:04:11.191125Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/truthsystems,truthsystems,6.0,2026-09-06T17:04:11.191178Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/traceroot-ai,TraceRoot.AI,3.0,2026-09-06T17:04:11.191232Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/mangodesk,MangoDesk,2.0,2026-09-06T17:04:11.191287Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/dedalus-labs,Dedalus Labs,10.0,2026-09-06T17:04:11.191340Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/closera,Closera,2.0,2026-09-06T17:04:11.191396Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/meteor,Meteor,2.0,2026-09-06T17:04:11.191449Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/adaptional,Adaptional,,2026-09-06T17:04:11.191503Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/prox,Prox,7.0,2026-09-06T17:04:11.191520Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/autonomous-technologies-group,Autonomous Technologies Group,8.0,2026-09-06T17:04:11.191577Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/fifth-door,Fifth Door,3.0,2026-09-06T17:04:11.191634Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/cohesive,Cohesive,2.0,2026-09-06T17:04:11.191688Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/docket,Docket,2.0,2026-09-06T17:04:11.191743Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/sureform,Sureform,2.0,2026-09-06T17:04:11.191798Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/godela,Godela,10.0,2026-09-06T17:04:11.191851Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/blueshoe,Blueshoe,2.0,2026-09-06T17:04:11.191908Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/text-ai,Text.ai,4.0,2026-09-06T17:04:11.191963Z
1.0,STARTUP,Y Combinator,https://www.ycombinator.com/companies/starsling,StarSling,3.0,2026-09-06T17:04:11.192018Z
