schemaVersion,recordType,source.name,source.url,content.startupName,content.pricingModel,collectedAt
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/discovered-materials,Discovered Materials,UNKNOWN,2026-09-06T23:02:49.243159Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/twolabs,Twolabs,UNKNOWN,2026-09-06T23:02:49.243203Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/marker,Marker,UNKNOWN,2026-09-06T23:02:49.243238Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/palette-2,Palette,UNKNOWN,2026-09-06T23:02:49.243274Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/multiplier,Multiplier,UNKNOWN,2026-09-06T23:02:49.243312Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/osmaura,Osmaura,UNKNOWN,2026-09-06T23:02:49.243349Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/most-robotic,Most Robotic,UNKNOWN,2026-09-06T23:02:49.243387Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/illume-labs,Illume Labs,UNKNOWN,2026-09-06T23:02:49.243424Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/perfectbit-inc,"PerfectBit, Inc.",UNKNOWN,2026-09-06T23:02:49.243465Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/hedge,Hedge,UNKNOWN,2026-09-06T23:02:49.243482Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/litmus-hiring,Litmus,UNKNOWN,2026-09-06T23:02:49.243520Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/shofo,Shofo,UNKNOWN,2026-09-06T23:02:49.243537Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/carrot-labs,Carrot Labs,UNKNOWN,2026-09-06T23:02:49.243578Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ossus,Ossus,UNKNOWN,2026-09-06T23:02:49.243593Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/dipole-labs,Dipole Labs,UNKNOWN,2026-09-06T23:02:49.243634Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/poth-labs,Poth Labs,UNKNOWN,2026-09-06T23:02:49.243675Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cova,Cova,UNKNOWN,2026-09-06T23:02:49.243692Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/veriad,Veriad,UNKNOWN,2026-09-06T23:02:49.243729Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/talking-computers,Talking Computers,UNKNOWN,2026-09-06T23:02:49.243796Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tsenta,Tsenta,UNKNOWN,2026-09-06T23:02:49.243835Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/dream,Dream,UNKNOWN,2026-09-06T23:02:49.243848Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/atlia,Atlia,UNKNOWN,2026-09-06T23:02:49.243861Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/grade,Grade,UNKNOWN,2026-09-06T23:02:49.243873Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/inth,Inth,UNKNOWN,2026-09-06T23:02:49.243886Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/turnstone,Turnstone,UNKNOWN,2026-09-06T23:02:49.243925Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/foreman,Foreman,UNKNOWN,2026-09-06T23:02:49.243961Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/corelayer,Corelayer,UNKNOWN,2026-09-06T23:02:49.243997Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/o11,o11,UNKNOWN,2026-09-06T23:02:49.244010Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/libra-robotics,Lambda Robotics,UNKNOWN,2026-09-06T23:02:49.244049Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/servo7,Servo7,UNKNOWN,2026-09-06T23:02:49.244085Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/datoric,Datoric,UNKNOWN,2026-09-06T23:02:49.244121Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/superset,Superset,UNKNOWN,2026-09-06T23:02:49.244160Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/voxel-energy,Voxel Energy,UNKNOWN,2026-09-06T23:02:49.244205Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/archal,Archal,UNKNOWN,2026-09-06T23:02:49.244242Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bubble-lab,Bubble Lab,UNKNOWN,2026-09-06T23:02:49.244279Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sitefire,Sitefire,UNKNOWN,2026-09-06T23:02:49.244315Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ressl-ai,Ressl AI,UNKNOWN,2026-09-06T23:02:49.244353Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/inventoryquant,InventoryQuant,UNKNOWN,2026-09-06T23:02:49.244390Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/approxima,Approxima,UNKNOWN,2026-09-06T23:02:49.244428Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/traverse,Traverse,UNKNOWN,2026-09-06T23:02:49.244466Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/revion,Revion,UNKNOWN,2026-09-06T23:02:49.244504Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/fenrock-ai,Fenrock AI,UNKNOWN,2026-09-06T23:02:49.244541Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/assemble,Assemble,UNKNOWN,2026-09-06T23:02:49.244578Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/visibl-semiconductors,Visibl Semiconductors,UNKNOWN,2026-09-06T23:02:49.244615Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/seeing-systems,Seeing Systems,UNKNOWN,2026-09-06T23:02:49.244655Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/instinct-xyz,Instinct,UNKNOWN,2026-09-06T23:02:49.244692Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/brownie,IncidentFox,UNKNOWN,2026-09-06T23:02:49.244731Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rapidfolio,Rapidfolio,UNKNOWN,2026-09-06T23:02:49.244769Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/salus,Salus,UNKNOWN,2026-09-06T23:02:49.244781Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ramain,RamAIn,UNKNOWN,2026-09-06T23:02:49.244820Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ashr,Ashr,UNKNOWN,2026-09-06T23:02:49.244831Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pirislabs,Piris Labs,UNKNOWN,2026-09-06T23:02:49.244870Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/10x-science,10x Science,UNKNOWN,2026-09-06T23:02:49.244908Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/imperfect,Imperfect,UNKNOWN,2026-09-06T23:02:49.244948Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/onetriangle,OneTriangle,UNKNOWN,2026-09-06T23:02:49.244986Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/corvera,Corvera,UNKNOWN,2026-09-06T23:02:49.245025Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/linzumi,Linzumi,UNKNOWN,2026-09-06T23:02:49.245062Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/haladir,Haladir,UNKNOWN,2026-09-06T23:02:49.245100Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/claimglide,ClaimGlide,UNKNOWN,2026-09-06T23:02:49.245137Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ndea-com,Ndea,UNKNOWN,2026-09-06T23:02:49.245148Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rivet-design,Rivet,UNKNOWN,2026-09-06T23:02:49.245165Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/openroll,Openroll,UNKNOWN,2026-09-06T23:02:49.245202Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/amika,Amika,UNKNOWN,2026-09-06T23:02:49.245214Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/moss,Moss,UNKNOWN,2026-09-06T23:02:49.245226Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zarna,Zarna,UNKNOWN,2026-09-06T23:02:49.245237Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/markit,MarkIt,UNKNOWN,2026-09-06T23:02:49.245277Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/clicks-health,Clicks Health,UNKNOWN,2026-09-06T23:02:49.245316Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/fastshot,Fastshot,UNKNOWN,2026-09-06T23:02:49.245356Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/antigen,Antigen,UNKNOWN,2026-09-06T23:02:49.245394Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lunabill,LunaBill,UNKNOWN,2026-09-06T23:02:49.245434Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/axial,Axial,UNKNOWN,2026-09-06T23:02:49.245446Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/velvet,Velvet,UNKNOWN,2026-09-06T23:02:49.245486Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/diligencesquared-inc,DiligenceSquared,UNKNOWN,2026-09-06T23:02:49.245526Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/layers,Layers,UNKNOWN,2026-09-06T23:02:49.245566Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/boom-ai,Boom AI,UNKNOWN,2026-09-06T23:02:49.245606Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/freeport-markets,Freeport Markets,UNKNOWN,2026-09-06T23:02:49.245645Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/madethis,MadeThis,UNKNOWN,2026-09-06T23:02:49.245685Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/uselemma,Lemma,UNKNOWN,2026-09-06T23:02:49.245697Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/perseus,Perseus,UNKNOWN,2026-09-06T23:02:49.245737Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/denki,Denki,UNKNOWN,2026-09-06T23:02:49.245748Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/specific,Specific,UNKNOWN,2026-09-06T23:02:49.245789Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/relaw,Relaw,UNKNOWN,2026-09-06T23:02:49.245802Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/usenarrative,Narrative,UNKNOWN,2026-09-06T23:02:49.245903Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/philon,Philon,UNKNOWN,2026-09-06T23:02:49.245946Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sourcebot,Sourcebot,UNKNOWN,2026-09-06T23:02:49.245988Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/aside,Aside,UNKNOWN,2026-09-06T23:02:49.246000Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/imagine-ai,Imagine AI,UNKNOWN,2026-09-06T23:02:49.246040Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/anto-biosciences,Anto Biosciences,UNKNOWN,2026-09-06T23:02:49.246079Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/patent-watch,Patent Watch,UNKNOWN,2026-09-06T23:02:49.246120Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/leadbay,Leadbay,UNKNOWN,2026-09-06T23:02:49.246161Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pixley-ai,Pixley AI,UNKNOWN,2026-09-06T23:02:49.246209Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/cortex-ai,Cortex AI,UNKNOWN,2026-09-06T23:02:49.246252Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/radiusbrowser,Radius,UNKNOWN,2026-09-06T23:02:49.246291Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/thesis,Thesis,UNKNOWN,2026-09-06T23:02:49.246331Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/frontier-computing,Frontier Computing,UNKNOWN,2026-09-06T23:02:49.246371Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/compyle,Compyle,UNKNOWN,2026-09-06T23:02:49.246411Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lexi,Lexi,UNKNOWN,2026-09-06T23:02:49.246424Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/codyco,Codyco,UNKNOWN,2026-09-06T23:02:49.246464Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/complydo,ComplyDo,UNKNOWN,2026-09-06T23:02:49.246505Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/finaldose,FinalDose,UNKNOWN,2026-09-06T23:02:49.246545Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/redapto,Redapto,UNKNOWN,2026-09-06T23:02:49.246584Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/helonic,Helonic,UNKNOWN,2026-09-06T23:02:49.246625Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/aleph-lab,Aleph Lab,UNKNOWN,2026-09-06T23:02:49.246666Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/logical,Logical,UNKNOWN,2026-09-06T23:02:49.246730Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/agentic-fabriq,Agentic Fabriq,UNKNOWN,2026-09-06T23:02:49.246793Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/logosguard,LogosGuard,UNKNOWN,2026-09-06T23:02:49.246854Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sciloop,Sciloop,UNKNOWN,2026-09-06T23:02:49.246916Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/allus-ai,Allus AI,UNKNOWN,2026-09-06T23:02:49.246973Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/unsiloed-ai,Unsiloed AI,UNKNOWN,2026-09-06T23:02:49.247030Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nivara,Nivara,UNKNOWN,2026-09-06T23:02:49.247088Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sellraze,SellRaze,UNKNOWN,2026-09-06T23:02:49.247140Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/clerked,Clerked,UNKNOWN,2026-09-06T23:02:49.247197Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/semble,Assemble,UNKNOWN,2026-09-06T23:02:49.247258Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/flick,Flick,UNKNOWN,2026-09-06T23:02:49.247281Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/trelium,Trelium,UNKNOWN,2026-09-06T23:02:49.247340Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/veria-labs,Veria Labs,UNKNOWN,2026-09-06T23:02:49.247398Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tell-if-ai,Tell if AI,UNKNOWN,2026-09-06T23:02:49.247460Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bron,Bron,UNKNOWN,2026-09-06T23:02:49.247480Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/norra,Norra,UNKNOWN,2026-09-06T23:02:49.247500Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/soren,Soren,UNKNOWN,2026-09-06T23:02:49.247518Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/the-context-company,The Context Company,UNKNOWN,2026-09-06T23:02:49.247578Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sorce,Sorce,UNKNOWN,2026-09-06T23:02:49.247599Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/caddy,Caddy,UNKNOWN,2026-09-06T23:02:49.247617Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/locus,Locus,UNKNOWN,2026-09-06T23:02:49.247635Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/scoop,Scoop,UNKNOWN,2026-09-06T23:02:49.247653Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/hyperspell,Hyperspell,UNKNOWN,2026-09-06T23:02:49.247718Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/bolna-ai,Bolna AI,UNKNOWN,2026-09-06T23:02:49.247779Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/gpt,Nexus,UNKNOWN,2026-09-06T23:02:49.247800Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/zavo,Zavo,UNKNOWN,2026-09-06T23:02:49.247817Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/movedot,MOVEdot,UNKNOWN,2026-09-06T23:02:49.247876Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/structured-ai,Structured AI,UNKNOWN,2026-09-06T23:02:49.247934Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/uplane,Uplane,UNKNOWN,2026-09-06T23:02:49.247994Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/brickanta,Brickanta,UNKNOWN,2026-09-06T23:02:49.248056Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/f2,F2,UNKNOWN,2026-09-06T23:02:49.248077Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/lapis,Lapis,UNKNOWN,2026-09-06T23:02:49.248096Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/digipals,Digipals,UNKNOWN,2026-09-06T23:02:49.248156Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/blue,Blue,UNKNOWN,2026-09-06T23:02:49.248173Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mixy,Mixy,UNKNOWN,2026-09-06T23:02:49.248202Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/paloma,Paloma,UNKNOWN,2026-09-06T23:02:49.248266Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/luminal,Luminal,UNKNOWN,2026-09-06T23:02:49.248328Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/burnt,burnt,UNKNOWN,2026-09-06T23:02:49.248349Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/veritus,Veritus,UNKNOWN,2026-09-06T23:02:49.248408Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/outrove,Sapien,UNKNOWN,2026-09-06T23:02:49.248470Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/noso-labs,NOSO LABS,UNKNOWN,2026-09-06T23:02:49.248529Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/geo-ai,Bizzy AI,UNKNOWN,2026-09-06T23:02:49.248589Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/interfere,Interfere,UNKNOWN,2026-09-06T23:02:49.248652Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rowflow,RowFlow,UNKNOWN,2026-09-06T23:02:49.248713Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tectoai,TectoAI,UNKNOWN,2026-09-06T23:02:49.248775Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/modelence,Modelence,UNKNOWN,2026-09-06T23:02:49.248833Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/fleetline,Fleetline,UNKNOWN,2026-09-06T23:02:49.248894Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/clodo,CLODO,UNKNOWN,2026-09-06T23:02:49.248915Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/okibi,Okibi,UNKNOWN,2026-09-06T23:02:49.248933Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/rebulk,Rebulk,UNKNOWN,2026-09-06T23:02:49.248996Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/kernel,KERNEL,UNKNOWN,2026-09-06T23:02:49.249057Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/reacher,Reacher,UNKNOWN,2026-09-06T23:02:49.249119Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/certus-ai,Certus AI,UNKNOWN,2026-09-06T23:02:49.249181Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/notte,Notte,UNKNOWN,2026-09-06T23:02:49.249199Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pally,Pally,UNKNOWN,2026-09-06T23:02:49.249217Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pleom,Pleom,UNKNOWN,2026-09-06T23:02:49.249236Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/sigmanticai,Simantic,UNKNOWN,2026-09-06T23:02:49.249298Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/quotain,Quotain,UNKNOWN,2026-09-06T23:02:49.249363Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/altur,Altur,UNKNOWN,2026-09-06T23:02:49.249383Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/pares-ai,PARES AI,UNKNOWN,2026-09-06T23:02:49.249446Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/evergrove,Evergrove,UNKNOWN,2026-09-06T23:02:49.249510Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/humoniq,Humoniq,UNKNOWN,2026-09-06T23:02:49.249572Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/maximal,Axial,UNKNOWN,2026-09-06T23:02:49.249636Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/floot,Floot,UNKNOWN,2026-09-06T23:02:49.249657Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/os3,OS3,UNKNOWN,2026-09-06T23:02:49.249675Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/alara,Alara,UNKNOWN,2026-09-06T23:02:49.249694Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/omnara,Omnara,UNKNOWN,2026-09-06T23:02:49.249766Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/knowlify,Knowlify,UNKNOWN,2026-09-06T23:02:49.249832Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/autosana,Autosana,UNKNOWN,2026-09-06T23:02:49.249895Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/procindex,ProcIndex,UNKNOWN,2026-09-06T23:02:49.249958Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/finto-de,Finto,UNKNOWN,2026-09-06T23:02:49.253624Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/motives,Motives,UNKNOWN,2026-09-06T23:02:49.253720Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/relling,Relling,UNKNOWN,2026-09-06T23:02:49.253793Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/char,Char,UNKNOWN,2026-09-06T23:02:49.253815Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/manufact,Manufact,UNKNOWN,2026-09-06T23:02:49.253882Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/phases,Phases,UNKNOWN,2026-09-06T23:02:49.253947Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/physical-turing,Physical Turing,UNKNOWN,2026-09-06T23:02:49.254013Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/twentytwo,TwentyTwo,UNKNOWN,2026-09-06T23:02:49.254076Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/mimos,Mimos,UNKNOWN,2026-09-06T23:02:49.254095Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/nozomio,Nozomio,UNKNOWN,2026-09-06T23:02:49.254153Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/vibeflow,VibeFlow,UNKNOWN,2026-09-06T23:02:49.254224Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/normal,Normal,UNKNOWN,2026-09-06T23:02:49.254288Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/ghosteye,GhostEye,UNKNOWN,2026-09-06T23:02:49.254354Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/channel3,Channel3,UNKNOWN,2026-09-06T23:02:49.254418Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/embedder,Embedder,UNKNOWN,2026-09-06T23:02:49.254482Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/trace-so,Trace,UNKNOWN,2026-09-06T23:02:49.254502Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/onestop,OneStop,UNKNOWN,2026-09-06T23:02:49.254564Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/doe,Doe,UNKNOWN,2026-09-06T23:02:49.254583Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/riverbank,Riverbank,UNKNOWN,2026-09-06T23:02:49.254649Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/stellon-labs,Stellon Labs,UNKNOWN,2026-09-06T23:02:49.254715Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/induction-labs,Induction Labs,UNKNOWN,2026-09-06T23:02:49.254781Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/panoptive,Panoptive,UNKNOWN,2026-09-06T23:02:49.254844Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/kestroll,Kestroll,UNKNOWN,2026-09-06T23:02:49.254906Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/tesora,Tesora,UNKNOWN,2026-09-06T23:02:49.254969Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/deepaware-ai-robotics-center-of-silicon-valley,DeepAware AI (Robotics Center of Silicon Valley),UNKNOWN,2026-09-06T23:02:49.255038Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/stockline,Stockline,UNKNOWN,2026-09-06T23:02:49.255102Z
1.0,PRODUCT,Y Combinator,https://www.ycombinator.com/companies/magnitude,Magnitude,UNKNOWN,2026-09-06T23:02:49.255166Z
