raw_name,canonical_name,source_record_id,match_method,confidence
Wundermanthompson,Wundermanthompson,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/wundermanthompson/consultante-senior-transformation-marketing-experience-client-paris-156346,exact,
Wundermanthompson,Wundermanthompson,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/wundermanthompson/consultant-developpeur-marketing-technology-crm-data-3-a-5-ans-dexperience-paris-120031,exact,
Wundermanthompson,Wundermanthompson,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/wundermanthompson/consultant-data-analyst-marketing-f-h-paris-81857,exact,
Wundermanthompson,Wundermanthompson,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/wundermanthompson/account-director-paris-300821,exact,
Cartesia,Cartesia,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/cartesia/remote-language-lead-french-contract-424959,manual_seed,
Cartesia,Cartesia,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/cartesia/remote-language-lead-japanese-contract-216713,exact,
Cartesia,Cartesia,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/cartesia/remote-language-lead-hindi-contract-151288,exact,
Cartesia,Cartesia,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/cartesia/remote-language-lead-english-contract-352989,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/head-of-partner-marketing-france-paris-51549,manual_seed,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/account-manager-groceries-retail-paris-31060,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/general-assistant-cdd-35h-st-ouen-372712,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/business-development-manager-strasbourg-97916,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/business-development-manager-lyon-400262,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/business-development-manager-paris-cdd-6-mois-455063,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/senior-social-media-manager-france-paris-271102,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/business-development-manager-montpellier-cdi-paris-65964,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/account-manager-paris-cdi-342766,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/operations-manager-paris-311884,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/account-manager-paris-9850,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/local-lead-creative-campaigns-8-month-ftc-paris-390979,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/head-of-global-accounts-france-paris-394539,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/senior-integrated-marketing-strategy-planning-manager-paris-58978,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/business-development-manager-paris-272382,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/assistante-chef-de-projet-marketing-fidelisation-deliveroo-plus-alternance-12-mois-paris-106977,exact,
Deliveroo,Deliveroo,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/deliveroo/chargee-onboarding-cdd-6-mois-paris-273764,exact,
Gismart,Gismart,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/gismart/remote-email-marketing-manager-fitme-421444,manual_seed,
Gismart,Gismart,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/gismart/remote-billing-manager-fitme-281438,exact,
Gismart,Gismart,Arbeitnow-https://www.arbeitnow.fr/jobs/companies/gismart/remote-user-acquisition-manager-radiotech-407234,exact,
Oura Health Ltd,Oura Health Ltd,Himalayas-https://himalayas.app/companies/oura-health-ltd/jobs/senior-product-manager-new-experiences-5408938568,manual_seed,
TTEC Digital,TTEC Digital,Himalayas-https://himalayas.app/companies/ttec-digital/jobs/principal-client-advisory,manual_seed,
Toloka AI,Toloka AI,Himalayas-https://himalayas.app/companies/toloka-ai/jobs/freelance-annotator-english-ai-trainer-6400065888,manual_seed,
Fresh Prints,Fresh Prints,Himalayas-https://himalayas.app/companies/fresh-prints/jobs/campus-recruiter,manual_seed,
Appen Butler Hill Inc,Appen Butler Hill Inc,Himalayas-https://himalayas.app/companies/appen/jobs/project-associate-qualification-night-shift-remote,manual_seed,
redbee,redbee,Himalayas-https://himalayas.app/companies/redbee/jobs/salesforce-developer-semi-senior,manual_seed,
Pharmavise Corporation,Pharmavise Corporation,Himalayas-https://himalayas.app/companies/pharmavise-corporation/jobs/business-development-representative-life-sciences-consulting-philippines-rem-2913622131,manual_seed,
mercor,mercor,Himalayas-https://himalayas.app/companies/mercor/jobs/admin-support-specialist-fully-remote-upto-80-hr-9867049083,manual_seed,
Morphius Corp,Morphius Corp,Himalayas-https://himalayas.app/companies/morphius-corp/jobs/remote-customer-care-representative,manual_seed,
Hinduja Global Solutions Ltd,Hinduja Global Solutions Ltd,Himalayas-https://himalayas.app/companies/hinduja-global-solutions-ltd/jobs/utah-work-at-home-customer-service-representative-us-5672886718,manual_seed,
Bright Vision Technologies,Bright Vision Technologies,Himalayas-https://himalayas.app/companies/bright-vision-technologies/jobs/software-security-engineer-3453472696,manual_seed,
Valid,Valid,Himalayas-https://himalayas.app/companies/valid/jobs/analista-de-devops-pleno,manual_seed,
Sawhorse Productions,Sawhorse Productions,Himalayas-https://himalayas.app/companies/sawhorse-productions/jobs/roblox-thumbnail-artist-3799767722,manual_seed,
RateHawk,RateHawk,Himalayas-https://himalayas.app/companies/ratehawk/jobs/service-manager-south-korea-6416627912,manual_seed,
HireHawk,HireHawk,Himalayas-https://himalayas.app/companies/hirehawk/jobs/ai-solutions-architect-908964902,manual_seed,
Telstra Health,Telstra Health,Himalayas-https://himalayas.app/companies/telstra-health/jobs/support-specialist-expression-of-interest-leaving-violence-program,manual_seed,
Insense,Insense,Himalayas-https://himalayas.app/companies/insense/jobs/sr-product-designer-6-months-2328550580,manual_seed,
Simplex Health,Simplex Health,Himalayas-https://himalayas.app/companies/simplex-health/jobs/telehealth-dietitian-women-s-health-pacific-time-9568978167,manual_seed,
Centro.team,Centro.team,Himalayas-https://himalayas.app/companies/centro-team/jobs/ai-first-product-manager,manual_seed,
Sequoia Connect,Sequoia Connect,Himalayas-https://himalayas.app/companies/sequoia-connect/jobs/solution-architect-4155764753,manual_seed,
Cruise,Cruise,yc-590,manual_seed,
Casetext,Casetext,yc-542,manual_seed,
Checkr,Checkr,yc-662,manual_seed,
Caper,Caper,yc-1058,manual_seed,
Podium,Podium,yc-1042,manual_seed,
Scale AI,Scale AI,yc-1294,exact,
Daily,Daily,yc-996,manual_seed,
iSono Health,iSono Health,yc-988,manual_seed,
Deepgram,Deepgram,yc-977,manual_seed,
Microhealth,Microhealth,yc-923,manual_seed,
SnapMagic,SnapMagic,yc-878,manual_seed,
Mashgin,Mashgin,yc-856,manual_seed,
Tara AI,Tara AI,yc-848,manual_seed,
Resolve,Resolve,yc-797,manual_seed,
Zeitview,Zeitview,yc-762,manual_seed,
Akido Labs,Akido Labs,yc-748,manual_seed,
Qventus,Qventus,yc-740,manual_seed,
OpenCurriculum,OpenCurriculum,yc-642,manual_seed,
MixerBox,MixerBox,yc-641,manual_seed,
CareMessage,CareMessage,yc-577,manual_seed,
RADAR,RADAR,yc-493,manual_seed,
Plivo,Plivo,yc-464,manual_seed,
Redoubt Insurance,Redoubt Insurance,yc-37600,manual_seed,
antimattr,antimattr,yc-36348,manual_seed,
Dreamscale Labs,Dreamscale Labs,yc-35850,manual_seed,
Vorelios,Vorelios,yc-35784,manual_seed,
Workers IO,Workers IO,yc-35395,manual_seed,
Hopper,Hopper,yc-35265,manual_seed,
OnePatch,OnePatch,yc-35260,manual_seed,
Nodus Compute,Nodus Compute,yc-35257,manual_seed,
Lantern AI,Lantern AI,yc-35190,manual_seed,
Forward,Forward,yc-35094,manual_seed,
Qokedas,Qokedas,yc-34794,manual_seed,
Veeza AI,Veeza AI,yc-34761,manual_seed,
Simulithic,Simulithic,yc-34629,manual_seed,
Sentient OS,Sentient OS,yc-34597,manual_seed,
herdr,herdr,yc-34464,manual_seed,
Lambda Robotics,Lambda Robotics,yc-34365,manual_seed,
OpenTag,OpenTag,yc-33969,manual_seed,
Conifer,Conifer,yc-33936,manual_seed,
Simantic,Simantic,yc-33838,manual_seed,
Experiential Labs,Experiential Labs,yc-33806,manual_seed,
CoArena,CoArena,yc-33738,manual_seed,
Magma,Magma,yc-33639,manual_seed,
Billow AI Labs,Billow AI Labs,yc-33606,manual_seed,
hardware intelligence,hardware intelligence,yc-33573,manual_seed,
Osseus,Osseus,yc-33540,manual_seed,
Allia Health,Allia Health,yc-33441,manual_seed,
Robocurve,Robocurve,yc-33349,manual_seed,
hiloop,hiloop,yc-33348,manual_seed,
Dawn Industries,Dawn Industries,yc-33344,manual_seed,
OneCLI,OneCLI,yc-33320,manual_seed,
Wondering,Wondering,yc-33317,manual_seed,
Tracer,Tracer,yc-33316,manual_seed,
Locke,Locke,yc-33283,manual_seed,
Florin,Florin,yc-33282,manual_seed,
Hebbian Robotics,Hebbian Robotics,yc-33279,manual_seed,
PRINCEPS,PRINCEPS,yc-33278,manual_seed,
Agent FM,Agent FM,yc-33250,manual_seed,
OpenRelay,OpenRelay,yc-33249,manual_seed,
Dock,Dock,yc-33248,manual_seed,
Verdict Machine,Verdict Machine,yc-33179,manual_seed,
TovenAI,TovenAI,yc-33178,manual_seed,
HyperProbe,HyperProbe,yc-33177,manual_seed,
Skymerse,Skymerse,yc-33111,manual_seed,
Palisade,Palisade,yc-33059,manual_seed,
83 Sciences,83 Sciences,yc-33056,manual_seed,
Lamb Labs,Lambda,yc-33054,fuzzy,90.0
Mireye,Mireye,yc-33052,manual_seed,
Touchy,Touchy,yc-33051,manual_seed,
Pennant,Pennant,yc-33048,manual_seed,
Decawork,Decawork,yc-33047,manual_seed,
CarSignal,CarSignal,yc-33046,manual_seed,
Axelrod,Axelrod,yc-33045,manual_seed,
Care GP,Care GP,yc-33021,manual_seed,
Agnost AI,Agnost AI,yc-33019,manual_seed,
Gamgee,Gamgee,yc-33016,manual_seed,
Inkbox,Inkbox,yc-33014,manual_seed,
Familiar,Familiar,yc-32987,manual_seed,
Lumeria,Lumeria,yc-32985,manual_seed,
Marengo,Marengo,yc-32981,manual_seed,
Waybill,Waybill,yc-32948,manual_seed,
Executor,Executor,yc-32947,manual_seed,
Last Accounting Company,Last Accounting Company,yc-32914,manual_seed,
Pacific,Pacific,yc-32913,manual_seed,
Luca IQ,Luca IQ,yc-32848,manual_seed,
Financial Datasets,Financial Datasets,yc-32816,manual_seed,
Computable,Computable,yc-32814,manual_seed,
Denta,Denta,yc-32782,manual_seed,
Isengard Industries Inc,Isengard Industries Inc,yc-32781,manual_seed,
Moving Atoms,Moving Atoms,yc-32752,manual_seed,
Arbital,Arbital,yc-32749,manual_seed,
Neuromorphic,Neuromorphic,yc-32716,manual_seed,
LATO,LATO,yc-32682,manual_seed,
Risklytics,Risklytics,yc-32650,manual_seed,
Daqstra,Daqstra,yc-32649,manual_seed,
Tenor,Tenor,yc-32627,manual_seed,
Qlo,Qlo,yc-32625,manual_seed,
Fabraix,Fabraix,yc-32624,manual_seed,
Omanta,Omanta,yc-32623,manual_seed,
Rational,Rational,yc-32622,manual_seed,
Vendo,Vendo,yc-32620,manual_seed,
Akon Labs,Akido Labs,yc-32619,fuzzy,84.21052631578947
Click,Click,yc-32618,manual_seed,
Whitespace,Whitespace,yc-32617,manual_seed,
Almanac,Almanac,yc-32588,manual_seed,
Ooak Data,Ooak Data,yc-32554,manual_seed,
Bloomy,Bloomy,yc-32551,manual_seed,
Pluto,Pluto,yc-32526,manual_seed,
Stratum Industries,Stratum Industries,yc-32523,manual_seed,
Standard Machines,Standard Machines,yc-32517,manual_seed,
Traceforce,Traceforce,yc-32418,manual_seed,
Callbook AI,Callbook AI,yc-32288,manual_seed,
Definite,Definite,yc-32286,manual_seed,
Alkera AI,Alkera AI,yc-32262,manual_seed,
Rasyn,Rasyn,yc-32261,manual_seed,
screenpipe,screenpipe,yc-32259,manual_seed,
Zaplar,Zaplar,yc-32256,manual_seed,
Prodigy Research,Prodigy Research,yc-32254,manual_seed,
Touchmark,Touchmark,yc-32253,manual_seed,
Exosat,Exosat,yc-32233,manual_seed,
Context.dev,Context.dev,yc-32227,manual_seed,
Glen,Glen,yc-32226,manual_seed,
Stoa,Stoa,yc-32225,manual_seed,
Marble,Marble,yc-32223,manual_seed,
Audun,Audun,yc-32222,manual_seed,
Grocalo,Grocalo,yc-32221,manual_seed,
COACH,COACH,yc-32220,manual_seed,
DeepReach Inc.,DeepReach Inc.,yc-32206,manual_seed,
MOCHI.TV,MOCHI.TV,yc-32205,manual_seed,
Alloovium,Alloovium,yc-32204,manual_seed,
Mosaic,Mosaic,yc-32201,manual_seed,
Bizmark,Bizmark,yc-32200,manual_seed,
Riften,Riften,yc-32198,manual_seed,
Buildbox,Buildbox,yc-32197,manual_seed,
RealPact,RealPact,yc-32195,manual_seed,
GUILD,GUILD,yc-32194,manual_seed,
Instaplay,Instaplay,yc-32190,manual_seed,
IMPACT Drones,IMPACT Drones,yc-32188,manual_seed,
Insurf,Insurf,yc-32187,manual_seed,
Jcode,Jcode,yc-32172,manual_seed,
LemonLime,LemonLime,yc-32171,manual_seed,
Speko,Speko,yc-32169,manual_seed,
Synapse Semiconductor,Synapse Semiconductor,yc-32168,manual_seed,
Orchestra,Orchestra,yc-32167,manual_seed,
Studio,Studio,yc-32162,manual_seed,
Bernard,Bernard,yc-32161,manual_seed,
Maingen,Maingen,yc-32157,manual_seed,
Enact,Enact,yc-32156,manual_seed,
Rex,Rex,yc-32155,manual_seed,
Zomma,Zomma,yc-32154,manual_seed,
Nebula Security,Nebula Security,yc-32138,manual_seed,
Palisade,Palisade,yc-32136,exact,
Trope,Trope,yc-32135,manual_seed,
Parasma,Parasma,yc-32134,manual_seed,
Olam Labs,Olam Labs,yc-32130,manual_seed,
Egoist Machines,Egoist Machines,yc-32129,manual_seed,
Perceptron ML,Perceptron ML,yc-32127,manual_seed,
Erinys,Erinys,yc-32124,manual_seed,
Donkey,Donkey,yc-32122,manual_seed,
Hoplite,Hoplite,yc-32089,manual_seed,
Pango,Pango,yc-31989,manual_seed,
Torus,Torus,yc-31858,manual_seed,
Kebra,Kebra,yc-31825,manual_seed,
GitCafe,GitCafe,yc-31592,manual_seed,
Rindler,Rindler,yc-31570,manual_seed,
Proprio Robotics,Proprio Robotics,yc-31569,manual_seed,
Amorphic Labs,Amorphic Labs,yc-31557,manual_seed,
rekursiv.ai,rekursiv.ai,yc-31555,manual_seed,
Playabl.ai,Playabl.ai,yc-31550,manual_seed,
Enjamb Labs,Enjamb Labs,yc-31549,manual_seed,
Trident,Trident,yc-31537,manual_seed,
Revnu,Revnu,yc-31527,manual_seed,
Uno Wallet,Uno Wallet,yc-31526,manual_seed,
Tolmo,Tolmo,yc-31506,manual_seed,
Pops,Pops,yc-31480,manual_seed,
Armature,Armature,yc-31463,manual_seed,
Collar,Collar,yc-31461,manual_seed,
Degla Inc,Degla Inc,yc-31452,manual_seed,
Archer,Archer,yc-31451,manual_seed,
Infera,Infera,yc-31441,manual_seed,
Keyframe Labs,Keyframe Labs,yc-31432,manual_seed,
Ontora,Ontora,yc-31428,manual_seed,
Lab0,Lab0,yc-31424,manual_seed,
Kimpton,Kimpton,yc-31420,manual_seed,
StableBrowse,StableBrowse,yc-31419,manual_seed,
Userlens,Userlens,yc-31404,manual_seed,
Superlog,Superlog,yc-31380,manual_seed,
GodHands,GodHands,yc-31378,manual_seed,
Light Anchor,Light Anchor,yc-31376,manual_seed,
Hub,Hub,yc-31375,manual_seed,
Zenbu,Zenbu,yc-31368,manual_seed,
Discovered Materials,Discovered Materials,yc-31362,manual_seed,
Twolabs,Twolabs,yc-31359,manual_seed,
Marker,Marker,yc-31352,manual_seed,
Palette,Palette,yc-31349,manual_seed,
Multiplier,Multiplier,yc-31343,manual_seed,
Osmaura,Osmaura,yc-31342,manual_seed,
Most Robotic,Most Robotic,yc-31341,manual_seed,
Illume Labs,Illume Labs,yc-31340,manual_seed,
"PerfectBit, Inc.","PerfectBit, Inc.",yc-31333,manual_seed,
Hedge,Hedge,yc-31323,manual_seed,
Litmus,Litmus,yc-31304,manual_seed,
Shofo,Shofo,yc-31300,manual_seed,
Carrot Labs,Carrot Labs,yc-31295,manual_seed,
Ossus,Ossus,yc-31283,manual_seed,
Dipole Labs,Dipole Labs,yc-31277,manual_seed,
Poth Labs,Poth Labs,yc-31272,manual_seed,
Cova,Cova,yc-31268,manual_seed,
Veriad,Veriad,yc-31263,manual_seed,
Talking Computers,Talking Computers,yc-31262,manual_seed,
Tsenta,Tsenta,yc-31259,manual_seed,
Dream,Dream,yc-31258,manual_seed,
Atlia,Atlia,yc-31257,manual_seed,
Grade,Grade,yc-31255,manual_seed,
Inth,Inth,yc-31246,manual_seed,
Turnstone,Turnstone,yc-31244,manual_seed,
Foreman,Foreman,yc-31243,manual_seed,
Corelayer,Corelayer,yc-31241,manual_seed,
o11,o11,yc-31230,manual_seed,
Libra Robotics,Lambda Robotics,yc-31226,fuzzy,82.75862068965517
Servo7,Servo7,yc-31224,manual_seed,
Datoric,Datoric,yc-31223,manual_seed,
Superset,Superset,yc-31222,manual_seed,
Voxel Energy,Voxel Energy,yc-31219,manual_seed,
Archal,Archal,yc-31216,manual_seed,
Bubble Lab,Bubble Lab,yc-31215,manual_seed,
Sitefire,Sitefire,yc-31203,manual_seed,
Ressl AI,Ressl AI,yc-31200,manual_seed,
InventoryQuant,InventoryQuant,yc-31197,manual_seed,
Approxima,Approxima,yc-31192,manual_seed,
Traverse,Traverse,yc-31191,manual_seed,
Revion,Revion,yc-31189,manual_seed,
Fenrock AI,Fenrock AI,yc-31187,manual_seed,
Assemble,Assemble,yc-31184,manual_seed,
Visibl Semiconductors,Visibl Semiconductors,yc-31182,manual_seed,
Seeing Systems,Seeing Systems,yc-31180,manual_seed,
Instinct,Instinct,yc-31168,manual_seed,
IncidentFox,IncidentFox,yc-31165,manual_seed,
Rapidfolio,Rapidfolio,yc-31161,manual_seed,
Salus,Salus,yc-31147,manual_seed,
RamAIn,RamAIn,yc-31145,manual_seed,
Ashr,Ashr,yc-31139,manual_seed,
Piris Labs,Piris Labs,yc-31114,manual_seed,
10x Science,10x Science,yc-31098,manual_seed,
Imperfect,Imperfect,yc-31076,manual_seed,
OneTriangle,OneTriangle,yc-31074,manual_seed,
Corvera,Corvera,yc-31051,manual_seed,
Linzumi,Linzumi,yc-31046,manual_seed,
Haladir,Haladir,yc-31030,manual_seed,
ClaimGlide,ClaimGlide,yc-31025,manual_seed,
Ndea,Ndea,yc-31019,manual_seed,
Rivet,Rivet,yc-31013,manual_seed,
Openroll,Openroll,yc-31011,manual_seed,
Amika,Amika,yc-31010,manual_seed,
Moss,Moss,yc-31008,manual_seed,
Zarna,Zarna,yc-31007,manual_seed,
MarkIt,MarkIt,yc-31005,manual_seed,
Clicks Health,Clicks Health,yc-31002,manual_seed,
Fastshot,Fastshot,yc-31001,manual_seed,
Antigen,Antigen,yc-30999,manual_seed,
LunaBill,LunaBill,yc-30997,manual_seed,
Axial,Axial,yc-30996,manual_seed,
Velvet,Velvet,yc-30995,manual_seed,
DiligenceSquared,DiligenceSquared,yc-30993,manual_seed,
Layers,Layers,yc-30983,manual_seed,
Boom AI,Boom AI,yc-30982,manual_seed,
Freeport Markets,Freeport Markets,yc-30981,manual_seed,
MadeThis,MadeThis,yc-30975,manual_seed,
Lemma,Lemma,yc-30969,manual_seed,
Perseus,Perseus,yc-30967,manual_seed,
Denki,Denki,yc-30962,manual_seed,
Specific,Specific,yc-30954,manual_seed,
Relaw,Relaw,yc-30953,manual_seed,
Narrative,Narrative,yc-30950,manual_seed,
Philon,Philon,yc-30947,manual_seed,
Sourcebot,Sourcebot,yc-30946,manual_seed,
Aside,Aside,yc-30943,manual_seed,
Imagine AI,Imagine AI,yc-30938,manual_seed,
Anto Biosciences,Anto Biosciences,yc-30937,manual_seed,
Patent Watch,Patent Watch,yc-30936,manual_seed,
Leadbay,Leadbay,yc-30932,manual_seed,
Pixley AI,Pixley AI,yc-30931,manual_seed,
Cortex AI,Cortex AI,yc-30930,manual_seed,
Radius,Radius,yc-30929,manual_seed,
Thesis,Thesis,yc-30928,manual_seed,
Frontier Computing,Frontier Computing,yc-30923,manual_seed,
Compyle,Compyle,yc-30921,manual_seed,
Lexi,Lexi,yc-30920,manual_seed,
Codyco,Codyco,yc-30919,manual_seed,
ComplyDo,ComplyDo,yc-30918,manual_seed,
FinalDose,FinalDose,yc-30915,manual_seed,
Redapto,Redapto,yc-30912,manual_seed,
Helonic,Helonic,yc-30911,manual_seed,
Aleph Lab,Aleph Lab,yc-30910,manual_seed,
Logical,Logical,yc-30907,manual_seed,
Agentic Fabriq,Agentic Fabriq,yc-30906,manual_seed,
LogosGuard,LogosGuard,yc-30900,manual_seed,
Sciloop,Sciloop,yc-30899,manual_seed,
Allus AI,Allus AI,yc-30895,manual_seed,
Unsiloed AI,Unsiloed AI,yc-30894,manual_seed,
Nivara,Nivara,yc-30889,manual_seed,
SellRaze,SellRaze,yc-30887,manual_seed,
Clerked,Clerked,yc-30886,manual_seed,
Semble,Assemble,yc-30885,fuzzy,85.71428571428572
Flick,Flick,yc-30884,manual_seed,
Trelium,Trelium,yc-30877,manual_seed,
Veria Labs,Veria Labs,yc-30875,manual_seed,
Tell if AI,Tell if AI,yc-30873,manual_seed,
Bron,Bron,yc-30871,manual_seed,
Norra,Norra,yc-30868,manual_seed,
Soren,Soren,yc-30867,manual_seed,
The Context Company,The Context Company,yc-30863,manual_seed,
Sorce,Sorce,yc-30862,manual_seed,
Caddy,Caddy,yc-30861,manual_seed,
Locus,Locus,yc-30859,manual_seed,
Scoop,Scoop,yc-30856,manual_seed,
Hyperspell,Hyperspell,yc-30854,manual_seed,
Bolna AI,Bolna AI,yc-30853,manual_seed,
Nexus,Nexus,yc-30852,manual_seed,
Zavo,Zavo,yc-30850,manual_seed,
MOVEdot,MOVEdot,yc-30849,manual_seed,
Structured AI,Structured AI,yc-30845,manual_seed,
Uplane,Uplane,yc-30844,manual_seed,
Brickanta,Brickanta,yc-30835,manual_seed,
F2,F2,yc-30832,manual_seed,
Lapis,Lapis,yc-30822,manual_seed,
Digipals,Digipals,yc-30816,manual_seed,
Blue,Blue,yc-30813,manual_seed,
Mixy,Mixy,yc-30812,manual_seed,
Paloma,Paloma,yc-30807,manual_seed,
Luminal,Luminal,yc-30804,manual_seed,
burnt,burnt,yc-30801,manual_seed,
Veritus,Veritus,yc-30797,manual_seed,
Sapien,Sapien,yc-30796,manual_seed,
NOSO LABS,NOSO LABS,yc-30795,manual_seed,
Bizzy AI,Bizzy AI,yc-30792,manual_seed,
Interfere,Interfere,yc-30789,manual_seed,
RowFlow,RowFlow,yc-30785,manual_seed,
TectoAI,TectoAI,yc-30782,manual_seed,
Modelence,Modelence,yc-30777,manual_seed,
Fleetline,Fleetline,yc-30775,manual_seed,
CLODO,CLODO,yc-30774,manual_seed,
Okibi,Okibi,yc-30768,manual_seed,
Rebulk,Rebulk,yc-30763,manual_seed,
KERNEL,KERNEL,yc-30762,manual_seed,
Reacher,Reacher,yc-30761,manual_seed,
Certus AI,Certus AI,yc-30759,manual_seed,
Notte,Notte,yc-30756,manual_seed,
Pally,Pally,yc-30755,manual_seed,
Pleom,Pleom,yc-30748,manual_seed,
SigmanticAI,Simantic,yc-30744,fuzzy,84.21052631578947
Quotain,Quotain,yc-30739,manual_seed,
Altur,Altur,yc-30738,manual_seed,
PARES AI,PARES AI,yc-30736,manual_seed,
Evergrove,Evergrove,yc-30735,manual_seed,
Humoniq,Humoniq,yc-30732,manual_seed,
Maximal,Axial,yc-30731,fuzzy,83.33333333333334
Floot,Floot,yc-30729,manual_seed,
OS3,OS3,yc-30728,manual_seed,
Alara,Alara,yc-30727,manual_seed,
Omnara,Omnara,yc-30722,manual_seed,
Knowlify,Knowlify,yc-30721,manual_seed,
Autosana,Autosana,yc-30720,manual_seed,
ProcIndex,ProcIndex,yc-30719,manual_seed,
Finto,Finto,yc-30716,manual_seed,
Motives,Motives,yc-30713,manual_seed,
Relling,Relling,yc-30712,manual_seed,
Char,Char,yc-30711,manual_seed,
Manufact,Manufact,yc-30710,manual_seed,
Phases,Phases,yc-30707,manual_seed,
Physical Turing,Physical Turing,yc-30703,manual_seed,
TwentyTwo,TwentyTwo,yc-30702,manual_seed,
Mimos,Mimos,yc-30701,manual_seed,
Nozomio,Nozomio,yc-30700,manual_seed,
VibeFlow,VibeFlow,yc-30699,manual_seed,
Normal,Normal,yc-30697,manual_seed,
GhostEye,GhostEye,yc-30696,manual_seed,
Channel3,Channel3,yc-30695,manual_seed,
Embedder,Embedder,yc-30691,manual_seed,
Trace,Trace,yc-30687,manual_seed,
OneStop,OneStop,yc-30686,manual_seed,
Doe,Doe,yc-30684,manual_seed,
Riverbank,Riverbank,yc-30680,manual_seed,
Stellon Labs,Stellon Labs,yc-30676,manual_seed,
Induction Labs,Induction Labs,yc-30672,manual_seed,
Panoptive,Panoptive,yc-30671,manual_seed,
Kestroll,Kestroll,yc-30664,manual_seed,
Tesora,Tesora,yc-30663,manual_seed,
DeepAware AI (Robotics Center of Silicon Valley),DeepAware AI (Robotics Center of Silicon Valley),yc-30662,manual_seed,
Stockline,Stockline,yc-30661,manual_seed,
Magnitude,Magnitude,yc-30660,manual_seed,
Proliferate,Proliferate,yc-30659,manual_seed,
Nori,Nori,yc-30657,manual_seed,
Frizzle,Frizzle,yc-30655,manual_seed,
Async,Async,yc-30653,manual_seed,
Alter,Alter,yc-30651,manual_seed,
Lilac,Lilac,yc-30649,manual_seed,
Cyberdesk,Cyberdesk,yc-30647,manual_seed,
Wafer,Wafer,yc-30644,manual_seed,
Monarcha,Monarcha,yc-30640,manual_seed,
Lotas,Lotas,yc-30638,manual_seed,
Design Arena,Design Arena,yc-30637,manual_seed,
EffiGov,EffiGov,yc-30636,manual_seed,
Lark,Lark,yc-30630,manual_seed,
Topological,Topological,yc-30629,manual_seed,
Datafruit,Datafruit,yc-30628,manual_seed,
ContextFort,ContextFort,yc-30626,manual_seed,
LLM Stats,LLM Stats,yc-30625,manual_seed,
Playgent,Playgent,yc-30623,manual_seed,
Liva AI,Liva AI,yc-30622,manual_seed,
Lanesurf,Lanesurf,yc-30615,manual_seed,
Astor,Astor,yc-30614,manual_seed,
truthsystems,truthsystems,yc-30612,manual_seed,
TraceRoot.AI,TraceRoot.AI,yc-30610,manual_seed,
MangoDesk,MangoDesk,yc-30608,manual_seed,
Dedalus Labs,Dedalus Labs,yc-30605,manual_seed,
Closera,Closera,yc-30603,manual_seed,
Meteor,Meteor,yc-30602,manual_seed,
Adaptional,Adaptional,yc-30596,manual_seed,
Prox,Prox,yc-30592,manual_seed,
Autonomous Technologies Group,Autonomous Technologies Group,yc-30591,manual_seed,
Fifth Door,Fifth Door,yc-30569,manual_seed,
Cohesive,Cohesive,yc-30565,manual_seed,
Docket,Docket,yc-30562,manual_seed,
Sureform,Sureform,yc-30561,manual_seed,
Godela,Godela,yc-30559,manual_seed,
